AccountIndustry,AccountName,AccountOwner,AccountId,Amount,CloseDate,DaysSinceLastActivity,ForecastCategory,Id,IsClosed,IsWon,OpportunityName,OpportunityAge,OpportunityOwner,OwnerId,RecordTypeName,StageName,Stage,LeadSource,StageSortOrder,TimeInStageDurationSeconds,Probability,analyticsdemo_batch_id__c
Apparel,MercuryMD,Philip Walton,001B000000SS3jsIAD,100000,2019-02-28,96,Best Case,006B0000003n2OjIAI,false,false,MercuryMD 50,102,Philip Walton,005B0000003CnfHIAS,Simple,Negotiation,Negotiation,Fields Sales,7,38857728,90,20190709111258551478
Machinery,ThreeCore,Dennis Huffman,001B000000lwNqXIAU,50000,2018-09-30,172,Omitted,006B0000003n2P0IAI,true,false,ThreeCore 155,26,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Other,9,38857712,0,20190709111258551478
Apparel,Ag Partners,Rachel Reilly,001B000000lwNqbIAE,10000,2018-07-19,313,Omitted,006B0000003n2PLIAY,true,false,Ag Partners 19,145,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Reseller,9,26801457,0,20190709111258551478
Agriculture,Capitolimpact,Alyssa Williams,001B000000SS3kxIAD,15000,2018-03-31,394,Omitted,006B0000003n2PcIAI,true,false,Capitolimpact 65,173,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,35313023,0,20190709111258551478
Biotechnology,Siemens Energy & Automation,Allison Allen,001B000000lwNqdIAE,20000,2019-03-19,61,Commit,006B0000003n2PdIAI,false,false,Siemens Energy & Automation 98,169,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Negotiation,Fields Sales,7,4397695,90,20190709111258551478
Biotechnology,Siemens Energy & Automation,Allison Allen,001B000000lwNqdIAE,7500,2018-04-22,339,Omitted,006B0000003n2PeIAI,true,false,Siemens Energy & Automation 101,128,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Reseller,9,32066711,0,20190709111258551478
Insurance,W.W. Grainger,Dennis Huffman,001B000000SS4geIAD,21400,2019-05-25,5,Commit,006B0000003n2PfIAI,false,false,W.W. Grainger 115,6,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Won,Qualification,Fields Sales,2,4397695,20,20190709111258551478
Shipping,Integrated Computer Systems,Sheri Nunez,001B000000SS4grIAD,50000,2018-07-27,234,Omitted,006B0000003n2Q6IAI,true,false,Integrated Computer Systems 128,117,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,21920016,0,20190709111258551478
Machinery,Murphy & Co,John Peck,001B000000lwNqiIAE,3697,2019-04-07,52,Best Case,006B0000003n2Q9IAI,false,false,Murphy & Co 206,148,John Peck,005B0000003CnffIAC,Simple,Closed Won,Negotiation,Reseller,7,5399972,90,20190709111258551478
Agriculture,Wayside Inn,Sheri Nunez,001B000000SS3lZIAT,7500,2019-06-05,29,Best Case,006B0000003n2QAIAY,false,false,Wayside Inn 232,95,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Won,Discovery,Reseller,0,18803122,0,20190709111258551478
Engineering,Vistronix,Sheri Nunez,001B000000SS3m7IAD,40000,2019-06-04,50,Best Case,006B0000003n2QVIAY,false,false,Vistronix 54,89,Philip Walton,005B0000003CnfHIAS,Simple,Closed Lost,Discovery,Fields Sales,0,4397678,0,20190709111258551478
Media,Olin Corp. / Brass Division,Alyssa Williams,001B000000SS3mGIAT,8500,2018-10-20,262,Omitted,006B0000003n2QkIAI,true,false,Olin Corp. / Brass Division 250,134,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,15308091,0,20190709111258551478
Manufacturing,Weber-Stephen Products Co.,Alicia Harrison,001B000000bwMWdIAM,15000,2019-05-26,57,Best Case,006B0000003n2RIIAY,false,false,Weber-Stephen Products Co. 11,60,Alicia Harrison,005B0000003CnfZIAS,Channel (Partner),Closed Lost,Discovery,Fields Sales,0,4397678,0,20190709111258551478
Consulting,SSA Global Technologies / Grand Rapids,Noah Kelly,001B000000SS3nMIAT,10000,2018-08-04,220,Omitted,006B0000003n2RlIAI,true,false,SSA Global Technologies / Grand Rapids 120,129,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,21530738,0,20190709111258551478
Consulting,SSA Global Technologies / Grand Rapids,Noah Kelly,001B000000SS3nMIAT,50000,2019-01-12,69,Omitted,006B0000003n2RmIAI,true,false,SSA Global Technologies / Grand Rapids 121,25,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,5528749,0,20190709111258551478
Media,Burke Williams & Sorensen Llp,Wayne Blackwell,001B000000SS4imIAD,10000,2018-04-03,390,Omitted,006B0000003n2SWIAY,true,false,Burke Williams & Sorensen Llp 107,82,Wayne Blackwell,005B0000003CnfUIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,32238216,0,20190709111258551478
Food & Beverage,RxBazaar,Alyssa Williams,001B000000lwNr4IAE,0,2019-03-04,87,Best Case,006B0000003n2SdIAI,false,false,RxBazaar 2,129,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Negotiation,Fields Sales,7,18803122,90,20190709111258551478
Consulting,Consolidated Laboratory Services,Amy Shaw,001B000000SS4jDIAT,7500,2019-04-06,63,Best Case,006B0000003n2T9IAI,false,false,Consolidated Laboratory Services 105,70,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Negotiation,Reseller,7,4397678,90,20190709111258551478
Consulting,Consolidated Laboratory Services,Amy Shaw,001B000000SS4jDIAT,45000,2018-10-15,205,Omitted,006B0000003n2TBIAY,true,false,Consolidated Laboratory Services 118,71,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Reseller,9,16173596,0,20190709111258551478
Transportation,Straight Hire,Alicia Harrison,001B000000SS3orIAD,1000,2018-05-07,337,Omitted,006B0000003n2TKIAY,true,false,Straight Hire 88,82,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Reseller,9,29444162,0,20190709111258551478
Technology,M. S. Walker,Rachel Reilly,001B000000SS3ouIAD,10000,2019-04-17,32,Best Case,006B0000003n2TLIAY,false,false,M. S. Walker 100,49,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Proposal/Quote,Reseller,5,2951678,75,20190709111258551478
Food & Beverage,OptiGate,John Peck,001B000000WJE5ZIAX,23352,2019-03-28,23,Commit,006B0000003n2TTIAY,false,false,OptiGate 8,51,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Proposal/Quote,Reseller,5,18803122,75,20190709111258551478
Education,Wilbur Curtis Co Inc,Allison Allen,001B000000SS64VIAT,35000,2018-04-19,325,Omitted,006B0000003n2TUIAY,true,false,Wilbur Curtis Co Inc 68,81,Philip Walton,005B0000003CnfHIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,28118303,0,20190709111258551478
Construction,DigiKnow,Wayne Blackwell,001B000000lwNrSIAU,25000,2017-12-23,452,Omitted,006B0000003n2TfIAI,true,false,DigiKnow 104,55,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,38857696,0,20190709111258551478
Telecommunications,Aavid Thermalloy,Allison Allen,001B000000SS4jzIAD,34076,2018-02-18,430,Omitted,006B0000003n2U6IAI,true,false,Aavid Thermalloy 141,103,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Reseller,9,34487331,0,20190709111258551478
Agriculture,Ronin Venture Group,John Peck,001B000000lwNrZIAU,75000,2019-01-04,74,Omitted,006B0000003n2UJIAY,true,false,Ronin Venture Group 221,31,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,6443356,0,20190709111258551478
Construction,Diverse Web Options,John Peck,001B000000SS3q7IAD,75000,2018-05-09,313,Omitted,006B0000003n2UTIAY,true,false,Diverse Web Options 184,74,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,26801255,0,20190709111258551478
Insurance,ValvTechnologies,Sheri Nunez,001B000000SS3qCIAT,681,2018-12-25,174,Closed,006B0000003n2UYIAY,true,true,ValvTechnologies 12,107,John Peck,005B0000003CnffIAC,Simple,Closed Won,Closed Won,Fields Sales,8,38857696,100,20190709111258551478
Environmental,Monolith Corporation,Allison Allen,001B000000SS4kOIAT,15000,2019-04-25,20,Best Case,006B0000003n2UZIAY,false,false,Monolith Corporation 21,21,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Qualification,Reseller,2,4397662,20,20190709111258551478
Utilities,Patio Enclosures,Dennis Huffman,001B000000lwNrbIAE,15000,2018-12-28,88,Omitted,006B0000003n2UlIAI,true,false,Patio Enclosures 238,31,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Reseller,9,38857696,0,20190709111258551478
Entertainment,Newbury Networks,John Peck,001B000000SS3qQIAT,52500,2018-12-18,82,Omitted,006B0000003n2UpIAI,true,false,Newbury Networks 27,8,John Peck,005B0000003CnffIAC,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,38857696,0,20190709111258551478
Manufacturing,TC Computers,John Peck,001B000000UkRxbIAF,14887,2018-12-11,163,Omitted,006B0000003n2V1IAI,true,false,TC Computers 191,99,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Lost,Closed Lost,Reseller,9,38857696,0,20190709111258551478
Food & Beverage,Techspace,Amy Shaw,001B000000SS3qsIAD,25000,2019-03-16,23,Commit,006B0000003n2VKIAY,false,false,Techspace 28,23,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Lost,Proposal/Quote,Telesales,5,1155398,75,20190709111258551478
Not For Profit,G C Micro Corp,Noah Kelly,001B000000SS4l4IAD,55000,2018-05-02,365,Omitted,006B0000003n2VfIAI,true,false,G C Micro Corp 17,55,Wayne Blackwell,005B0000003CnfUIAS,Channel (Partner),Closed Lost,Closed Lost,Telecoverage,9,29023116,0,20190709111258551478
Healthcare & Life Sciences,Sales Force Inc,Dennis Huffman,001B000000SS3rPIAT,5000,2018-04-29,369,Omitted,006B0000003n2VqIAI,true,false,Sales Force Inc 145,63,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Lost,Closed Lost,Reseller,9,29023115,0,20190709111258551478
Engineering,BuyerZone.com,Sheri Nunez,001B000000SS4lCIAT,15000,2018-12-27,81,Omitted,006B0000003n2VyIAI,true,false,BuyerZone.com 248,13,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,38857682,0,20190709111258551478
Technology,American Networks International,Wayne Blackwell,001B000000WJE6UIAX,41000,2018-04-03,359,Closed,006B0000003n2W8IAI,true,true,American Networks International 24,87,Wayne Blackwell,005B0000003CnfUIAS,Channel (Partner),Closed Won,Closed Won,Reseller,8,32788463,100,20190709111258551478
Manufacturing,Baseline Recruiters Network,Alicia Harrison,001B000000lwNrlIAE,7500,2019-04-18,6,Best Case,006B0000003n2WBIAY,false,false,Baseline Recruiters Network 136,54,Alicia Harrison,005B0000003CnfZIAS,Channel (Partner),Closed Lost,Proposal/Quote,Reseller,5,1903530,75,20190709111258551478
Insurance,Trident Capital Inc,Wayne Blackwell,001B000000WJE6kIAH,7500,2018-10-30,184,Closed,006B0000003n2WZIAY,true,true,Trident Capital Inc 32,80,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Won,Closed Won,Reseller,8,13207625,100,20190709111258551478
Recreation,Exceed Communications Intl Inc,Allison Allen,001B000000SS4leIAD,27313,2018-04-19,365,Closed,006B0000003n2WgIAI,true,true,Exceed Communications Intl Inc 148,85,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Won,Closed Won,Reseller,8,29023089,100,20190709111258551478
Entertainment,Ventyx Managed Services,Allison Allen,001B000000SS4lqIAD,10000,2019-02-26,47,Pipeline,006B0000003n2WpIAI,false,false,Ventyx Managed Services 159,53,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Negotiation,Reseller,7,18804004,90,20190709111258551478
Apparel,Duke Energy,Sheri Nunez,001B000000WJE6oIAH,34607,2018-04-14,344,Omitted,006B0000003n2WsIAI,true,false,Duke Energy 221,25,Rachel Reilly,005B0000003CnfYIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,28272411,0,20190709111258551478
Biotechnology,El Paso Electric Company,Allison Allen,001B000000lwNrpIAE,20000,2018-07-28,262,Omitted,006B0000003n2WtIAI,true,false,El Paso Electric Company 19,45,Allison Allen,005B0000003CnfGIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,19840472,0,20190709111258551478
Construction,Benchmark Electronics,Rachel Reilly,001B000000SS4lvIAD,7500,2018-04-18,350,Omitted,006B0000003n2WwIAI,true,false,Benchmark Electronics 30,44,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,29393472,0,20190709111258551478
Manufacturing,New Dimension Industries,John Peck,001B000000WJE6rIAH,15000,2019-01-18,54,Omitted,006B0000003n2WxIAI,true,false,New Dimension Industries 49,25,Rachel Reilly,005B0000003CnfYIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,4949683,0,20190709111258551478
Shipping,Response-Time Computer Support,Alicia Harrison,001B000000SS4lyIAD,10000,2018-09-28,213,Omitted,006B0000003n2X2IAI,true,false,Response-Time Computer Support 89,55,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Reseller,9,16173576,0,20190709111258551478
Government,Bradley Dean Assoc,Wayne Blackwell,001B000000SS3sXIAT,200000,2018-11-26,123,Omitted,006B0000003n2XNIAY,true,false,Bradley Dean Assoc 76,79,Philip Walton,005B0000003CnfHIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,38857682,0,20190709111258551478
Energy,Diversified Ophthalmics,Alicia Harrison,001B000000lwNrtIAE,22500,2018-12-23,77,Omitted,006B0000003n2XWIAY,true,false,Diversified Ophthalmics 12,53,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,38857682,0,20190709111258551478
Agriculture,Ican Software,John Peck,001B000000WJE71IAH,20000,2018-12-03,114,Omitted,006B0000003n2XXIAY,true,false,Ican Software 36,43,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Closed Lost,Reseller,9,9232010,0,20190709111258551478
Environmental,Accentcare,Dennis Huffman,001B000000SS3skIAD,15000,2018-10-05,155,Omitted,006B0000003n2XeIAI,true,false,Accentcare 133,9,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Reseller,9,13557559,0,20190709111258551478
Machinery,Hector Communications,Alicia Harrison,001B000000lwNrzIAE,5000,2018-08-06,235,Omitted,006B0000003n2Y4IAI,true,false,Hector Communications 91,31,Alicia Harrison,005B0000003CnfZIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,18853056,0,20190709111258551478
Healthcare & Life Sciences,Factex,Amy Shaw,001B000000SS4mZIAT,24375,2017-10-03,539,Omitted,006B0000003n2YKIAY,true,false,Factex 53,25,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Reseller,9,45576899,0,20190709111258551478
Agriculture,Riders Warehouse,Alicia Harrison,001B000000WJE7LIAX,40000,2018-12-31,91,Omitted,006B0000003n2YUIAY,true,false,Riders Warehouse 25,30,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Reseller,9,5824160,0,20190709111258551478
Insurance,Continuum Applied Technology,Alicia Harrison,001B000000lwNs2IAE,154,2018-08-06,235,Omitted,006B0000003n2YbIAI,true,false,Continuum Applied Technology 105,26,Alicia Harrison,005B0000003CnfZIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,18853073,0,20190709111258551478
Retail,Elgin Riverboat Resort-Riverboat Casino,Sheri Nunez,001B000000SS3tTIAT,4500,2018-02-27,405,Omitted,006B0000003n2YeIAI,true,false,Elgin Riverboat Resort-Riverboat Casino 129,31,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,33435624,0,20190709111258551478
Manufacturing,Eastern Technology Corp.,Sheri Nunez,001B000000bwMY7IAM,25000,2018-04-20,328,Omitted,006B0000003n2YrIAI,true,false,Eastern Technology Corp. 62,13,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Reseller,9,28345919,0,20190709111258551478
Banking,ICT,Amy Shaw,001B000000SS3thIAD,25000,2018-06-29,283,Omitted,006B0000003n2YtIAI,true,false,ICT 92,38,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,23365296,0,20190709111258551478
Transportation,TechnoView,Noah Kelly,001B000000SS4myIAD,15000,2018-11-07,124,Closed,006B0000003n2ZGIAY,true,true,TechnoView 200,48,Noah Kelly,005B0000003CnfJIAS,Simple,Closed Won,Closed Won,Reseller,8,38857668,100,20190709111258551478
Retail,Viva Sciences,John Peck,001B000000WJE7dIAH,20000,2019-04-01,7,Pipeline,006B0000003n2ZKIAY,false,false,Viva Sciences 39,7,John Peck,005B0000003CnffIAC,Simple,Closed Lost,Qualification,Reseller,2,4397646,20,20190709111258551478
Transportation,Global Commerce Group,Rachel Reilly,001B000000SS4n5IAD,50000,2019-03-13,21,Best Case,006B0000003n2ZMIAY,false,false,Global Commerce Group 50,26,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Discovery,Fields Sales,0,18804004,0,20190709111258551478
Biotechnology,Qiagen,Noah Kelly,001B000000SS3u7IAD,25000,2018-12-02,106,Omitted,006B0000003n2ZNIAY,true,false,Qiagen 63,44,Noah Kelly,005B0000003CnfJIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,38857668,0,20190709111258551478
Apparel,Life Partners Holdings,Alyssa Williams,001B000000WJE7gIAH,25000,2018-10-30,143,Omitted,006B0000003n2ZVIAY,true,false,Life Partners Holdings 200,75,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,16173947,0,20190709111258551478
Biotechnology,Delmia Corp,Sheri Nunez,001B000000SS4nHIAT,125000,2018-10-19,148,Omitted,006B0000003n2ZgIAI,true,false,Delmia Corp 87,28,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,12504593,0,20190709111258551478
Apparel,RHB Ventures,Sheri Nunez,001B000000SS4nNIAT,175000,2018-06-28,292,Omitted,006B0000003n2ZmIAI,true,false,RHB Ventures 222,69,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,24123458,0,20190709111258551478
Telecommunications,Alliance Payment Systems,Noah Kelly,001B000000SS3uhIAD,60000,2018-09-29,166,Omitted,006B0000003n2ZtIAI,true,false,Alliance Payment Systems 135,31,Rachel Reilly,005B0000003CnfYIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,14833772,0,20190709111258551478
Apparel,Digital Engraving,Sheri Nunez,001B000000lwNsCIAU,50000,2018-11-19,126,Omitted,006B0000003n2aBIAQ,true,false,Digital Engraving 68,35,Sheri Nunez,005B0000003CnfTIAS,Simple,Closed Lost,Closed Lost,Fields Sales,9,38857668,0,20190709111258551478
Machinery,Infor,Amy Shaw,001B000000SS4ngIAD,19186,2017-12-18,456,Closed,006B0000003n2aWIAQ,true,true,Infor 246,69,Amy Shaw,005B0000003CnfgIAC,Channel (Partner),Closed Won,Closed Won,Reseller,8,38857668,100,20190709111258551478
Construction,Pasta Pomodoro,Philip Walton,001B000000SS3vXIAT,1750,2018-11-29,152,Closed,006B0000003n2ajIAA,true,true,Pasta Pomodoro 35,60,Philip Walton,005B0000003CnfHIAS,Simple,Closed Won,Closed Won,Reseller,8,10904155,100,20190709111258551478
Other,iStart Ventures,Wayne Blackwell,001B000000SS4nuIAD,10000,2017-12-28,458,Omitted,006B0000003n2auIAA,true,false,iStart Ventures 141,25,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Reseller,9,38051487,0,20190709111258551478
Hospitality,Context,Rachel Reilly,001B000000SS4nzIAD,6631,2018-09-18,202,Omitted,006B0000003n2b7IAA,true,false,Context 95,31,Rachel Reilly,005B0000003CnfYIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,15449260,0,20190709111258551478
Apparel,Advanced Technology Management,Wayne Blackwell,001B000000SS3vyIAD,50000,2018-09-16,177,Omitted,006B0000003n2bHIAQ,true,false,Advanced Technology Management 70,7,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,38857668,0,20190709111258551478
Energy,Crow Holdings Capital Partners L.L.C.,Allison Allen,001B000000SS3w3IAD,125,2019-01-26,43,Closed,006B0000003n2bQIAQ,true,true,Crow Holdings Capital Partners L.L.C. 234,49,Dennis Huffman,005B0000003CnfIIAS,Simple,Closed Won,Closed Won,Fields Sales,8,5629841,100,20190709111258551478
Recreation,JAM Graphic Association,Amy Shaw,001B000000SS3wOIAT,50000,2018-06-15,266,Omitted,006B0000003n2bnIAA,true,false,JAM Graphic Association 210,8,Alicia Harrison,005B0000003CnfZIAS,Simple,Closed Lost,Closed Lost,Reseller,9,23267794,0,20190709111258551478
Machinery,GlobalEnglish Corporation,Alicia Harrison,001B000000SS3wRIAT,18000,2018-12-23,86,Omitted,006B0000003n2bpIAA,true,false,GlobalEnglish Corporation 233,11,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Reseller,9,38857654,0,20190709111258551478
Technology,Truepoints,Wayne Blackwell,001B000000SS3wbIAD,32500,2018-07-03,258,Omitted,006B0000003n2c5IAA,true,false,Truepoints 166,34,Amy Shaw,005B0000003CnfgIAC,Simple,Closed Lost,Closed Lost,Fields Sales,9,22854299,0,20190709111258551478
Utilities,Central Illinois Benefit,John Peck,001B000000SS3wdIAD,0,2018-04-20,355,Omitted,006B0000003n2c7IAA,true,false,Central Illinois Benefit 214,38,John Peck,005B0000003CnffIAC,Channel (Partner),Closed Lost,Closed Lost,Fields Sales,9,28388010,0,20190709111258551478
Financial Services,Consumption Junction,Wayne Blackwell,001B000000SS4odIAD,2500,2018-12-11,105,Omitted,006B0000003n2cCIAQ,true,false,Consumption Junction 27,31,Wayne Blackwell,005B0000003CnfUIAS,Simple,Closed Lost,Closed Lost,Telecoverage,9,38857654,0,20190709111258551478
Apparel,Cambridge SoundWorks,Sheri Nunez,001B000000SS4oeIAD,17500,2018-09-08,185,Omitted,006B0000003n2cHIAQ,true,false,Cambridge SoundWorks 98,7,Sheri Nunez,005B0000003CnfTIAS,Channel (Partner),Closed Lost,Closed Lost,Reseller,9,38857654,0,20190709111258551478
Apparel,Newark element14,Alyssa Williams,001B000000bwMYiIAM,15500,2018-07-24,244,Omitted,006B0000003n2cKIAQ,true,false,Newark element14 128,24,Alyssa Williams,005B0000003CnfXIAS,Simple,Closed Lost,Closed Lost,Reseller,9,20242135,0,20190709111258551478
