"AccountIndustry","AccountName","AccountOwner","AccountId","Amount","CloseDate","DaysSinceLastActivity","ForecastCategory","Id","IsClosed","IsWon","OpportunityName","OpportunityAge","OpportunityOwner","OwnerId","RecordTypeName","StageName","Stage","LeadSource","StageSortOrder","TimeInStageDurationSeconds","Probability"
"Hospitality","Particle Measuring Systems","Rachel Reilly","001B000000SS4uNIAT",20000,"2018-03-19",370,"Omitted","006B0000003n2oSIAQ","true","false","Particle Measuring Systems 187",131,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857483,0
"Government","Axiom Engineers","Dennis Huffman","001B000000SS472IAD",1250,"2018-02-12",453,"Closed","006B0000003n2oTIAQ","true","true","Axiom Engineers 198",103,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Won","Closed Won","Fields Sales",8,38857483,100
"Communications","Worldspace.com","Amy Shaw","001B000000bwMagIAE",11500,"2017-08-22",574,"Closed","006B0000003n2oUIAQ","true","true","Worldspace.com 234",166,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Won","Closed Won","Fields Sales",8,38857483,100
"Utilities","Change Healthcare","Alyssa Williams","001B000000WJEBzIAP",25000,"2017-09-04",553,"Omitted","006B0000003n2oVIAQ","true","false","Change Healthcare 23",17,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857483,0
"Utilities","Change Healthcare","Alyssa Williams","001B000000WJEBzIAP",47500,"2018-02-24",378,"Omitted","006B0000003n2oWIAQ","true","false","Change Healthcare 28",93,"Kristen Hughes","005B0000003CnfSIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857483,0
"Utilities","Change Healthcare","Alyssa Williams","001B000000WJEBzIAP",15697,"2018-03-17",427,"Closed","006B0000003n2oXIAQ","true","true","Change Healthcare 39",130,"Kristen Hughes","005B0000003CnfSIAS","Simple","Closed Won","Closed Won","Fields Sales",8,38857483,100
"Technology","Resources Connection","Ann Jones","001B000000bwMayIAE",25000,"2019-04-09",48,"Best Case","006B0000003n2oYIAQ","false","false","Resources Connection 42",147,"Jordan Wolf","005B0000003CnfQIAS","Channel (Partner)","Closed Lost","Negotiation","Fields Sales",7,4397466,90
"Chemicals","Database Solutions","Megan Kaufman","001B000000WJEC1IAP",100000,"2018-09-13",190,"Omitted","006B0000003n2oZIAQ","true","false","Database Solutions 126",123,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857483,0
"Chemicals","Database Solutions","Megan Kaufman","001B000000WJEC1IAP",125000,"2018-03-08",406,"Omitted","006B0000003n2oaIAA","true","false","Database Solutions 128",181,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857483,0
"Electronics","InHealth Medical","Alicia Harrison","001B000000SS48CIAT",150000,"2018-12-27",194,"Omitted","006B0000003n2obIAA","true","false","InHealth Medical 131",149,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,10902867,0
"Shipping","Fine Light","Rachel Reilly","001B000000SS4vhIAD",197368,"2018-09-21",198,"Omitted","006B0000003n2p4IAA","true","false","Fine Light 210",36,"Beth Crawford","005B0000003CnfKIAS","Channel (Partner)","Closed Lost","Closed Lost","Other",9,38857483,0
"Entertainment","OraMetrix","Megan Kaufman","001B000000SS48iIAD",50000,"2017-10-02",533,"Omitted","006B0000003n2p6IAA","true","false","OraMetrix 222",143,"Megan Kaufman","005B0000003CnfRIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,45639696,0
"Insurance","Legacy Builders Inc","John Peck","001B000000SS48oIAD",100000,"2019-03-14",39,"Best Case","006B0000003n2pAIAQ","false","false","Legacy Builders Inc 129",149,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Negotiation","Fields Sales",7,18803860,90
"Insurance","Core Education and Consulting Solutions","Alicia Harrison","001B000000bwMbBIAU",52500,"2019-03-01",54,"Omitted","006B0000003n2pNIAQ","true","false","Core Education and Consulting Solutions 10",107,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,4397466,0
"Not For Profit","Everyday Office Inc","Rachel Reilly","001B000000SS4w7IAD",37500,"2019-03-07",38,"Commit","006B0000003n2pVIAQ","false","false","Everyday Office Inc 173",140,"Kristen Hughes","005B0000003CnfSIAS","Channel (Partner)","Closed Lost","Negotiation","Fields Sales",7,18803860,90
"Entertainment","Monarch Community Bank","Amy Shaw","001B000000SS49NIAT",30000,"2018-04-21",358,"Omitted","006B0000003n2peIAA","true","false","Monarch Community Bank 225",167,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,34487280,0
"Technology","Encore Senior Living","Alicia Harrison","001B000000SS49QIAT",60000,"2018-07-03",382,"Omitted","006B0000003n2piIAA","true","false","Encore Senior Living 32",155,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,24893125,0
"Media","Advanced Micro Computer Specialists","Alicia Harrison","001B000000bwMbDIAU",250000,"2018-04-22",337,"Omitted","006B0000003n2pjIAA","true","false","Advanced Micro Computer Specialists 43",55,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,29393429,0
"Retail","J R S Foundation","Amy Shaw","001B000000WJECkIAP",0,"2018-12-13",153,"Omitted","006B0000003n2poIAA","true","false","J R S Foundation 152",97,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,8307146,0
"Transportation","Nanophase Technologies Corporation","Amy Shaw","001B000000lwNuAIAU",50500,"2019-03-08",42,"Best Case","006B0000003n2ptIAA","false","false","Nanophase Technologies Corporation 233",139,"Beth Crawford","005B0000003CnfKIAS","Simple","Closed Lost","Negotiation","Other",7,18803860,90
"Manufacturing","Struxicon","Kristen Hughes","001B000000WJECqIAP",29070,"2018-04-08",400,"Omitted","006B0000003n2qAIAQ","true","false","Struxicon 75",81,"Kristen Hughes","005B0000003CnfSIAS","Simple","Closed Lost","Closed Lost","Reseller",9,30936644,0
"Telecommunications","Origin Interactive","Beth Crawford","001B000000lwNuCIAU",55000,"2019-03-28",15,"Best Case","006B0000003n2qDIAQ","false","false","Origin Interactive 94",86,"Beth Crawford","005B0000003CnfKIAS","Simple","Closed Lost","Negotiation","Fields Sales",7,1268749,90
"Construction","NetSupport","Amy Shaw","001B000000SS4waIAD",100000,"2018-04-23",395,"Omitted","006B0000003n2qbIAA","true","false","NetSupport 116",96,"Amy Shaw","005B0000003CnfgIAC","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,29888590,0
"Insurance","Core Education and Consulting Solutions","Alicia Harrison","001B000000bwMbBIAU",50000,"2018-10-18",209,"Closed","006B0000003n2qcIAA","true","true","Union Switch & Signal 118",69,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Won","Closed Won","Fields Sales",8,38857467,100
"Hospitality","Decision Research Corp.","Sheri Nunez","001B000000SS4w1IAD",25000,"2017-07-29",713,"Omitted","006B0000003n2qdIAA","true","false","e-Acumen 137",153,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857467,0
"Hospitality","Decision Research Corp.","Sheri Nunez","001B000000SS4w1IAD",75000,"2017-06-22",668,"Omitted","006B0000003n2qeIAA","true","false","e-Acumen 150",89,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Hospitality","Decision Research Corp.","Sheri Nunez","001B000000SS4w1IAD",150000,"2018-01-24",475,"Omitted","006B0000003n2qfIAA","true","false","e-Acumen 153",157,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,38857467,0
"Engineering","Rockwell Control Products and Solutions","Sheri Nunez","001B000000SS4w3IAD",8500,"2017-06-13",658,"Closed","006B0000003n2qgIAA","true","true","PES 216",157,"Rachel Reilly","005B0000003CnfYIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,38857467,100
"Food & Beverage","HBE Corporation","Philip Walton","001B000000SS49FIAT",8000,"2017-11-20",607,"Omitted","006B0000003n2qhIAA","true","false","Distance Learning Inc 228",145,"Allison Allen","005B0000003CnfGIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Education","Waterfall Co","Alicia Harrison","001B000000SS49GIAT",10000,"2018-11-30",167,"Omitted","006B0000003n2qiIAA","true","false","Trettco Inc 239",106,"Amy Shaw","005B0000003CnfgIAC","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Engineering","United HealthCare Services","Courtney Brown","001B000000SS4w6IAD",57500,"2017-08-22",582,"Closed","006B0000003n2qjIAA","true","true","Cisco - Tandberg 254",151,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Won","Closed Won","Fields Sales",8,38857467,100
"Healthcare & Life Sciences","Consolidated Billing Svc","Philip Walton","001B000000SS49IIAT",50000,"2017-05-01",752,"Omitted","006B0000003n2qkIAA","true","false","Consolidated Billing Svc 23",99,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Financial Services","Vivid Illusions","Allison Allen","001B000000SS49LIAT",2500,"2017-08-31",627,"Omitted","006B0000003n2qlIAA","true","false","Vivid Illusions 42",118,"Allison Allen","005B0000003CnfGIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Not For Profit","Genentech","Allison Allen","001B000000bwMbCIAU",500000,"2018-02-27",471,"Omitted","006B0000003n2qmIAA","true","false","Genentech 139",131,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857467,0
"Government","Leix","Rachel Reilly","001B000000bwMbaIAE",55000,"2018-11-23",192,"Omitted","006B0000003n2qnIAA","true","false","Leix 152",107,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857467,0
"Electronics","Promac","Amy Shaw","001B000000WJECiIAP",11000,"2017-09-07",603,"Omitted","006B0000003n2qoIAA","true","false","Promac 160",97,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Entertainment","Alliance Business Centers Network","Dennis Huffman","001B000000SS49SIAT",10000,"2018-05-24",304,"Omitted","006B0000003n2qpIAA","true","false","Alliance Business Centers Network 181",31,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Recreation","FutureMedia","Sheri Nunez","001B000000WJECjIAP",250,"2017-06-06",730,"Closed","006B0000003n2qqIAA","true","true","Key Curriculum Press 224",116,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Won","Closed Won","Fields Sales",8,38857467,100
"Apparel","Leadmasters","Jordan Wolf","001B000000bwMbFIAU",9023,"2017-05-31",650,"Omitted","006B0000003n2qrIAA","true","false","Stampede Worldwide Inc 252",81,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Transportation","E Pace Software","Amy Shaw","001B000000lwNuIIAU",1500,"2018-12-29",84,"Omitted","006B0000003n2qsIAA","true","false","E Pace Software 25",55,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Retail","J R S Foundation","Amy Shaw","001B000000WJECkIAP",88500,"2018-05-30",324,"Omitted","006B0000003n2qtIAA","true","false","Cisco - Broadware Technologies 55",101,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Retail","J R S Foundation","Amy Shaw","001B000000WJECkIAP",17654,"2017-06-11",675,"Closed","006B0000003n2quIAA","true","true","Cisco - Broadware Technologies 57",75,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Won","Closed Won","Reseller",8,38857467,100
"Banking","MindIQ Corp.","Rachel Reilly","001B000000SS49YIAT",1000,"2017-02-17",783,"Closed","006B0000003n2qvIAA","true","true","Johnson & Johnson Health and Wellness Solutions 74",39,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,38857467,100
"Financial Services","Dresser Waukesha","Courtney Brown","001B000000bwMbGIAU",3000,"2018-08-23",215,"Closed","006B0000003n2qwIAA","true","true","Dresser Waukesha 90",155,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Won","Closed Won","Fields Sales",8,38857467,100
"Apparel","Pangea Tech Inc","Alicia Harrison","001B000000SS4wEIAT",24000,"2018-09-13",188,"Omitted","006B0000003n2qxIAA","true","false","Pangea Tech Inc 95",82,"Alicia Harrison","005B0000003CnfZIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Electronics","Partners of the West Insurance","Megan Kaufman","001B000000SS4wFIAT",27500,"2018-05-22",376,"Closed","006B0000003n2qyIAA","true","true","Partners of the West Insurance 120",142,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Won","Closed Won","Reseller",8,38857467,100
"Manufacturing","Triad Hospitals","Dennis Huffman","001B000000bwMbHIAU",50500,"2017-06-03",744,"Closed","006B0000003n2qzIAA","true","true","Triad Hospitals 185",142,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Won","Closed Won","Fields Sales",8,38857467,100
"Retail","Marchon Eyewear","Alyssa Williams","001B000000bwMbIIAU",25000,"2018-05-17",339,"Omitted","006B0000003n2r0IAA","true","false","Marchon Eyewear 192",81,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Government","Raven Publications","Rachel Reilly","001B000000bwMbJIAU",1863,"2018-04-25",333,"Closed","006B0000003n2r1IAA","true","true","EnVision Solutions 7",40,"Rachel Reilly","005B0000003CnfYIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,38857467,100
"Environmental","Diligenti Healthcare","Rachel Reilly","001B000000bwMbKIAU",2500,"2017-10-11",551,"Omitted","006B0000003n2r2IAA","true","false","Labor Line 22",123,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Environmental","Diligenti Healthcare","Rachel Reilly","001B000000bwMbKIAU",1150,"2017-12-04",577,"Omitted","006B0000003n2r3IAA","true","false","Labor Line 27",171,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857467,0
"Entertainment","Andy Broadaway International","Sheri Nunez","001B000000SS4AsIAL",10000,"2018-09-29",320,"Omitted","006B0000003n2r4IAA","true","false","Andy Broadaway International 50",172,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,21530648,0
"Environmental","Numark Industries","Sheri Nunez","001B000000SS49iIAD",3000,"2018-09-09",188,"Omitted","006B0000003n2r5IAA","true","false","Numark Industries 67",160,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Banking","External Vision","Amy Shaw","001B000000SS4wLIAT",12500,"2017-06-13",732,"Omitted","006B0000003n2r6IAA","true","false","Open Business Systems 111",114,"Ann Jones","005B0000003CnfWIAS","Channel (Partner)","Closed Lost","Closed Lost","Other",9,38857467,0
"Agriculture","ExecuTrain of Deleware","Ann Jones","001B000000bwMbMIAU",5000,"2017-09-19",616,"Omitted","006B0000003n2r7IAA","true","false","ExecuTrain of Deleware 126",181,"Ann Jones","005B0000003CnfWIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857467,0
"Other","Live Science","Megan Kaufman","001B000000bwMbNIAU",3875,"2018-04-20",400,"Omitted","006B0000003n2r8IAA","true","false","Bennett Law Firm 170",146,"Ann Jones","005B0000003CnfWIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Electronics","Pfeiler Group","Jordan Wolf","001B000000SS49pIAD",16447,"2017-05-12",720,"Omitted","006B0000003n2r9IAA","true","false","ChemConnect 206",120,"Courtney Brown","005B0000003CnfVIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857467,0
"Biotechnology","Mize Houser & Co","Sheri Nunez","001B000000bwMbOIAU",15000,"2018-01-29",448,"Omitted","006B0000003n2rAIAQ","true","false","Mize Houser & Co 228",115,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,38857467,0
"Communications","Wireless 4 U","Megan Kaufman","001B000000WJECoIAP",4342,"2018-08-26",194,"Omitted","006B0000003n2rBIAQ","true","false","Wireless 4 U 249",143,"Megan Kaufman","005B0000003CnfRIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Agriculture","Commodity Specialists Company","Jordan Wolf","001B000000SS49rIAD",2500,"2017-06-06",783,"Closed","006B0000003n2rCIAQ","true","true","Commodity Specialists Company 254",163,"Jordan Wolf","005B0000003CnfQIAS","Simple","Closed Won","Closed Won","Telesales",8,38857467,100
"Agriculture","Commodity Specialists Company","Jordan Wolf","001B000000SS49rIAD",2000,"2018-02-27",404,"Omitted","006B0000003n2rDIAQ","true","false","Commodity Specialists Company 4",123,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Education","Silverleaf Comm","Megan Kaufman","001B000000SS49sIAD",250000,"2017-06-11",660,"Closed","006B0000003n2rEIAQ","true","true","Silverleaf Comm 29",132,"Megan Kaufman","005B0000003CnfRIAS","Simple","Closed Won","Closed Won","Fields Sales",8,38857467,100
"Electronics","Ecompanystore","Alyssa Williams","001B000000SS4wPIAT",500,"2017-11-06",532,"Omitted","006B0000003n2rFIAQ","true","false","Ecompanystore 39",97,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Electronics","Ecompanystore","Alyssa Williams","001B000000SS4wPIAT",26250,"2017-05-24",671,"Omitted","006B0000003n2rGIAQ","true","false","Ecompanystore 41",47,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Communications","ITW Avery Weigh-Tronix","Philip Walton","001B000000lwNuRIAU",0,"2019-01-03",136,"Closed","006B0000003n2rTIAQ","true","true","ITW Avery Weigh-Tronix 197",183,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Won","Closed Won","Reseller",8,10902866,100
"Recreation","Iron Planet","Alyssa Williams","001B000000SS4x1IAD",28500,"2018-10-18",153,"Closed","006B0000003n2raIAA","true","true","Iron Planet 52",39,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Won","Closed Won","Reseller",8,13280057,100
"Shipping","General Casualty Co","Allison Allen","001B000000lwNuTIAU",5500,"2018-12-07",96,"Omitted","006B0000003n2rgIAA","true","false","General Casualty Co 193",20,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38857467,0
"Utilities","FLCI","Dennis Huffman","001B000000SS4xQIAT",7500,"2017-09-30",547,"Closed","006B0000003n2s6IAA","true","true","FLCI 186",45,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Won","Closed Won","Reseller",8,45690443,100
